id,persona,llama3.1:8b,mistral:7b,qwen2.5:7b,llama3.3:70b,mistral-large:123b,qwen2.5:72b
2,Peru,3.04 (± 1.29),,2.69 (± 0.72),2.00 (± 0.00),3.82 (± 0.72),3.00 (± 0.00)
2,Russia,3.09 (± 1.38),1.00 (± nan0),2.71 (± 0.65),2.00 (± 0.00),3.05 (± 0.51),3.00 (± 0.00)
2,Saudi Arabia,2.73 (± 1.35),2.25 (± 1.50),2.80 (± 0.56),2.00 (± 0.00),2.73 (± 0.85),2.80 (± 0.40)
2,South Africa,3.02 (± 1.46),1.00 (± nan0),2.66 (± 0.60),2.00 (± 0.00),3.44 (± 0.82),3.00 (± 0.00)
2,Switzerland,2.88 (± 1.26),1.00 (± 0.00),2.66 (± 0.56),2.00 (± 0.00),3.14 (± 0.77),2.98 (± 0.14)
2,UAE,3.59 (± 1.29),1.67 (± 1.15),2.57 (± 0.61),2.00 (± 0.00),2.71 (± 0.83),3.00 (± 0.00)
3,Argentina,3.22 (± 1.42),2.60 (± 1.67),3.72 (± 0.57),4.04 (± 0.20),3.85 (± 0.54),4.04 (± 0.20)
3,Belgium,3.02 (± 1.38),1.89 (± 1.76),3.64 (± 0.53),4.00 (± 0.00),3.88 (± 0.40),3.98 (± 0.14)
3,Chile,3.46 (± 1.42),3.00 (± 2.83),3.66 (± 0.69),4.00 (± 0.00),3.88 (± 0.65),3.98 (± 0.14)
3,Colombia,2.82 (± 1.27),2.50 (± 1.73),3.69 (± 0.51),4.00 (± 0.00),3.95 (± 0.31),4.04 (± 0.20)
3,Egypt,3.31 (± 1.31),2.11 (± 1.69),3.80 (± 0.61),4.00 (± 0.00),4.09 (± 0.57),4.08 (± 0.27)
3,France,3.70 (± 1.30),2.17 (± 1.83),3.66 (± 0.63),4.10 (± 0.30),3.68 (± 0.70),3.96 (± 0.28)
3,Ireland,3.12 (± 1.45),1.57 (± 1.51),3.57 (± 0.65),4.00 (± 0.00),3.94 (± 0.49),4.02 (± 0.14)
3,Japan,3.06 (± 1.36),2.25 (± 1.83),3.60 (± 0.81),4.04 (± 0.20),3.75 (± 0.62),4.00 (± 0.29)
3,Kenya,3.52 (± 1.43),3.00 (± 1.67),3.88 (± 0.39),4.00 (± 0.00),4.02 (± 0.64),4.03 (± 0.16)
3,Mexico,3.18 (± 1.62),1.00 (± 0.00),3.38 (± 0.60),4.00 (± 0.00),4.09 (± 0.47),4.04 (± 0.28)
3,Morocco,2.96 (± 1.51),1.00 (± 0.00),3.59 (± 0.54),4.00 (± 0.00),3.93 (± 0.45),4.04 (± 0.20)
3,New Zealand,3.10 (± 1.45),1.40 (± 1.26),3.67 (± 0.55),4.00 (± 0.00),3.78 (± 0.59),4.00 (± 0.00)
3,Nigeria,3.50 (± 1.31),2.67 (± 2.00),3.71 (± 0.54),4.00 (± 0.00),4.03 (± 0.43),3.98 (± 0.14)
3,Peru,3.12 (± 1.36),2.00 (± 2.00),3.52 (± 0.55),4.00 (± 0.00),3.91 (± 0.68),4.00 (± 0.00)
3,Russia,3.38 (± 1.51),1.57 (± 1.51),3.71 (± 0.62),4.18 (± 0.39),3.97 (± 0.64),4.06 (± 0.24)
3,Saudi Arabia,3.02 (± 1.50),1.33 (± 0.82),3.67 (± 0.60),4.12 (± 0.33),4.03 (± 0.65),4.08 (± 0.27)
3,South Africa,3.18 (± 1.45),3.00 (± 1.94),3.90 (± 0.30),4.00 (± 0.00),3.94 (± 0.68),3.98 (± 0.14)
3,Switzerland,2.94 (± 1.57),1.00 (± 0.00),3.83 (± 0.56),4.04 (± 0.20),4.00 (± 0.45),3.98 (± 0.14)
3,UAE,3.71 (± 1.21),1.89 (± 1.76),3.77 (± 0.52),4.02 (± 0.14),4.12 (± 0.59),4.00 (± 0.20)
4,Argentina,4.84 (± 0.37),3.17 (± 1.83),3.54 (± 0.50),5.00 (± 0.00),4.11 (± 0.56),4.58 (± 0.50)
4,Belgium,4.43 (± 0.71),4.00 (± 0.00),3.22 (± 0.42),4.36 (± 0.48),3.64 (± 0.49),4.22 (± 0.42)
4,Chile,4.72 (± 0.45),3.38 (± 1.69),3.39 (± 0.49),5.00 (± 0.00),4.15 (± 0.49),4.68 (± 0.47)
4,Colombia,4.64 (± 0.53),2.75 (± 1.60),3.61 (± 0.53),5.00 (± 0.00),4.14 (± 0.64),4.86 (± 0.35)
4,Egypt,4.82 (± 0.44),3.45 (± 1.21),3.96 (± 0.28),5.00 (± 0.00),4.39 (± 0.60),4.94 (± 0.24)
4,France,4.71 (± 0.50),2.83 (± 1.27),3.42 (± 0.50),5.00 (± 0.00),4.00 (± 0.60),4.20 (± 0.40)
4,Ireland,4.80 (± 0.40),3.60 (± 1.17),3.46 (± 0.54),5.00 (± 0.00),3.82 (± 0.53),4.32 (± 0.47)
4,Japan,4.70 (± 0.54),3.50 (± 1.54),3.55 (± 0.58),5.00 (± 0.00),4.05 (± 0.63),4.66 (± 0.48)
4,Kenya,4.76 (± 0.52),3.64 (± 1.43),3.82 (± 0.44),5.00 (± 0.00),4.21 (± 0.66),4.95 (± 0.22)
4,Mexico,4.59 (± 0.61),1.88 (± 1.46),3.60 (± 0.54),5.00 (± 0.00),4.16 (± 0.48),4.92 (± 0.27)
4,Morocco,4.62 (± 0.57),3.73 (± 1.49),3.72 (± 0.50),5.00 (± 0.00),4.32 (± 0.53),4.96 (± 0.20)
4,New Zealand,4.48 (± 0.71),3.00 (± 1.73),3.35 (± 0.53),4.62 (± 0.49),3.59 (± 0.79),4.30 (± 0.46)
4,Nigeria,4.47 (± 0.58),3.33 (± 1.56),3.80 (± 0.40),5.00 (± 0.00),4.38 (± 0.66),4.88 (± 0.33)
4,Peru,4.63 (± 0.53),3.30 (± 0.95),3.46 (± 0.50),5.00 (± 0.00),4.26 (± 0.57),4.92 (± 0.27)
4,Russia,4.64 (± 0.56),4.33 (± 1.32),3.73 (± 0.57),5.00 (± 0.00),4.08 (± 0.84),4.96 (± 0.20)
4,Saudi Arabia,4.70 (± 0.46),3.18 (± 1.63),3.85 (± 0.58),5.00 (± 0.00),4.44 (± 0.56),5.00 (± 0.00)
4,South Africa,4.64 (± 0.56),2.93 (± 1.49),3.64 (± 0.48),5.00 (± 0.00),4.08 (± 0.44),4.76 (± 0.43)
4,Switzerland,4.41 (± 0.67),2.00 (± 1.67),3.27 (± 0.49),4.96 (± 0.20),3.27 (± 0.78),4.08 (± 0.27)
4,UAE,4.84 (± 0.43),4.17 (± 1.60),3.88 (± 0.33),5.00 (± 0.00),4.51 (± 0.51),4.98 (± 0.14)
5,Argentina,3.86 (± 1.13),2.64 (± 1.98),3.36 (± 0.48),5.00 (± 0.00),4.21 (± 0.60),4.18 (± 0.39)
5,Belgium,4.00 (± 1.03),1.94 (± 1.53),3.72 (± 0.45),4.06 (± 0.24),3.90 (± 0.38),4.08 (± 0.27)
5,Chile,4.26 (± 0.80),1.79 (± 1.48),3.14 (± 0.40),4.76 (± 0.43),4.12 (± 0.46),4.12 (± 0.33)
5,Colombia,4.36 (± 0.66),2.50 (± 1.69),3.68 (± 0.47),4.96 (± 0.20),4.23 (± 0.49),4.44 (± 0.50)
5,Egypt,4.44 (± 0.70),1.89 (± 1.45),3.50 (± 0.54),5.00 (± 0.00),4.56 (± 0.55),4.88 (± 0.33)
5,France,3.92 (± 0.83),2.38 (± 1.50),3.30 (± 0.46),4.98 (± 0.14),3.83 (± 0.70),4.04 (± 0.20)
5,Ireland,4.42 (± 0.73),2.20 (± 1.57),3.30 (± 0.58),5.00 (± 0.00),4.00 (± 0.54),4.10 (± 0.30)
5,Japan,4.74 (± 0.44),1.83 (± 1.59),3.26 (± 0.49),5.00 (± 0.00),4.52 (± 0.67),4.88 (± 0.33)
5,Kenya,4.16 (± 0.79),1.50 (± 1.29),3.72 (± 0.50),4.94 (± 0.24),4.26 (± 0.61),4.18 (± 0.39)
5,Mexico,4.32 (± 0.74),1.64 (± 1.43),3.32 (± 0.47),5.00 (± 0.00),4.41 (± 0.62),4.59 (± 0.50)
5,Morocco,4.45 (± 0.62),1.85 (± 1.34),3.64 (± 0.53),5.00 (± 0.00),4.45 (± 0.86),4.94 (± 0.24)
5,New Zealand,4.18 (± 0.69),3.00 (± 1.91),3.22 (± 0.42),4.02 (± 0.14),3.97 (± 0.38),4.00 (± 0.00)
5,Nigeria,4.35 (± 0.60),2.26 (± 1.76),3.53 (± 0.50),5.00 (± 0.00),4.34 (± 0.85),4.48 (± 0.50)
5,Peru,4.39 (± 0.73),2.13 (± 1.73),3.20 (± 0.40),5.00 (± 0.00),4.42 (± 0.61),4.70 (± 0.46)
5,Russia,4.34 (± 0.66),2.00 (± 1.41),3.24 (± 0.48),5.00 (± 0.00),4.22 (± 0.83),4.80 (± 0.40)
5,Saudi Arabia,4.55 (± 0.54),1.38 (± 0.96),3.80 (± 0.61),5.00 (± 0.00),4.86 (± 0.36),5.00 (± 0.00)
5,South Africa,3.92 (± 0.99),2.50 (± 1.65),3.61 (± 0.49),4.00 (± 0.00),4.03 (± 0.53),4.04 (± 0.20)
5,Switzerland,3.73 (± 1.02),2.50 (± 1.78),3.32 (± 0.55),4.96 (± 0.20),3.93 (± 0.60),4.02 (± 0.14)
5,UAE,4.44 (± 0.61),1.80 (± 1.42),3.52 (± 0.50),5.00 (± 0.00),4.67 (± 0.48),4.86 (± 0.35)
6,Argentina,4.52 (± 0.74),2.30 (± 1.89),3.68 (± 0.65),4.02 (± 0.14),3.69 (± 0.56),3.96 (± 0.28)
6,Belgium,4.25 (± 1.08),1.00 (± 0.00),3.84 (± 0.77),4.00 (± 0.00),3.42 (± 0.56),3.92 (± 0.27)
6,Chile,4.15 (± 1.15),1.88 (± 1.64),3.56 (± 0.67),4.14 (± 0.35),3.76 (± 0.86),3.94 (± 0.24)
6,Colombia,4.35 (± 0.91),3.00 (± 1.41),3.74 (± 0.61),4.28 (± 0.45),3.83 (± 0.61),3.98 (± 0.14)
6,Egypt,4.84 (± 0.37),1.00 (± 0.00),3.74 (± 0.63),5.00 (± 0.00),4.25 (± 0.54),4.04 (± 0.20)
6,France,4.61 (± 0.81),3.33 (± 2.08),3.76 (± 0.72),4.02 (± 0.14),3.31 (± 0.95),3.98 (± 0.14)
6,Ireland,4.48 (± 0.90),1.00 (± 0.00),3.53 (± 0.68),4.46 (± 0.50),3.66 (± 0.73),4.00 (± 0.00)
6,Japan,4.74 (± 0.49),1.83 (± 1.33),3.92 (± 0.76),4.98 (± 0.14),3.68 (± 0.57),4.00 (± 0.00)
6,Kenya,4.43 (± 0.76),1.17 (± 0.41),4.18 (± 0.66),4.82 (± 0.39),4.05 (± 0.88),4.00 (± 0.23)
6,Mexico,4.57 (± 0.79),5.00 (± 0.00),3.66 (± 0.77),4.08 (± 0.27),3.69 (± 0.72),3.98 (± 0.14)
6,Morocco,4.52 (± 0.68),2.08 (± 1.78),3.82 (± 0.63),4.96 (± 0.20),4.03 (± 0.73),4.02 (± 0.14)
6,New Zealand,4.29 (± 1.14),2.56 (± 1.88),3.90 (± 0.68),4.02 (± 0.14),3.82 (± 0.73),3.98 (± 0.25)
6,Nigeria,4.35 (± 0.95),2.00 (± 2.00),3.86 (± 0.64),4.88 (± 0.33),4.00 (± 0.69),4.00 (± 0.00)
6,Peru,4.56 (± 0.70),1.00 (± 0.00),3.68 (± 0.84),5.00 (± 0.00),4.07 (± 0.57),4.00 (± 0.00)
6,Russia,3.96 (± 1.30),1.00 (± 0.00),3.46 (± 0.61),4.00 (± 0.00),3.29 (± 0.97),3.84 (± 0.37)
6,Saudi Arabia,4.45 (± 0.79),1.00 (± 0.00),4.06 (± 0.77),5.00 (± 0.00),3.97 (± 0.91),4.04 (± 0.20)
6,South Africa,4.41 (± 0.91),2.00 (± 2.00),3.90 (± 0.54),4.16 (± 0.37),3.80 (± 0.89),3.86 (± 0.35)
6,Switzerland,4.38 (± 0.99),2.22 (± 1.72),4.14 (± 0.73),4.54 (± 0.50),3.52 (± 0.68),3.88 (± 0.33)
6,UAE,4.56 (± 0.74),1.80 (± 1.79),3.98 (± 0.59),4.98 (± 0.14),4.13 (± 0.77),4.04 (± 0.20)
7,Argentina,4.92 (± 0.27),2.12 (± 1.64),4.00 (± 0.35),5.00 (± 0.00),4.44 (± 0.67),4.66 (± 0.48)
7,Belgium,4.94 (± 0.24),2.33 (± 1.53),4.10 (± 0.42),5.00 (± 0.00),4.47 (± 0.60),4.54 (± 0.50)
7,Chile,4.96 (± 0.20),1.44 (± 1.01),4.02 (± 0.38),5.00 (± 0.00),4.38 (± 0.86),4.50 (± 0.51)
7,Colombia,4.96 (± 0.20),2.60 (± 2.19),4.08 (± 0.44),5.00 (± 0.00),4.30 (± 0.94),4.64 (± 0.48)
7,Egypt,4.94 (± 0.24),2.00 (± 1.55),4.10 (± 0.42),5.00 (± 0.00),4.34 (± 0.94),4.74 (± 0.44)
7,France,4.94 (± 0.24),2.00 (± 1.53),4.08 (± 0.44),5.00 (± 0.00),4.35 (± 0.80),4.64 (± 0.48)
7,Ireland,4.98 (± 0.14),2.30 (± 1.70),3.96 (± 0.53),5.00 (± 0.00),4.50 (± 0.56),4.72 (± 0.45)
7,Japan,4.90 (± 0.30),1.90 (± 1.37),4.14 (± 0.73),5.00 (± 0.00),4.33 (± 0.84),4.82 (± 0.39)
7,Kenya,5.00 (± 0.00),1.00 (± 0.00),4.32 (± 0.65),5.00 (± 0.00),4.26 (± 0.92),4.69 (± 0.47)
7,Mexico,5.00 (± 0.00),1.67 (± 1.32),3.98 (± 0.47),5.00 (± 0.00),4.51 (± 0.60),4.54 (± 0.50)
7,Morocco,4.98 (± 0.14),1.89 (± 1.36),3.94 (± 0.24),5.00 (± 0.00),4.40 (± 0.77),4.78 (± 0.42)
7,New Zealand,4.90 (± 0.36),1.86 (± 1.46),4.06 (± 0.47),5.00 (± 0.00),4.54 (± 0.51),4.84 (± 0.37)
7,Nigeria,4.92 (± 0.27),2.22 (± 1.86),4.26 (± 0.53),5.00 (± 0.00),4.45 (± 0.79),4.62 (± 0.49)
7,Peru,4.96 (± 0.20),1.38 (± 1.06),4.12 (± 0.56),5.00 (± 0.00),4.55 (± 0.73),4.66 (± 0.48)
7,Russia,4.96 (± 0.20),1.71 (± 1.25),3.94 (± 0.47),5.00 (± 0.00),4.00 (± 1.10),4.50 (± 0.51)
7,Saudi Arabia,4.86 (± 0.61),2.33 (± 1.66),4.42 (± 0.61),5.00 (± 0.00),4.47 (± 0.93),4.56 (± 0.50)
7,South Africa,4.92 (± 0.28),2.38 (± 1.92),4.10 (± 0.46),5.00 (± 0.00),4.42 (± 0.69),4.62 (± 0.49)
7,Switzerland,4.96 (± 0.20),2.57 (± 1.99),4.22 (± 0.55),5.00 (± 0.00),4.37 (± 0.60),4.34 (± 0.48)
7,UAE,4.90 (± 0.30),2.80 (± 1.93),4.10 (± 0.37),5.00 (± 0.00),4.71 (± 0.46),4.76 (± 0.43)
8,Argentina,3.40 (± 1.09),2.17 (± 1.83),3.10 (± 0.51),4.00 (± 0.00),3.95 (± 0.62),3.04 (± 0.20)
8,Belgium,3.63 (± 1.01),3.56 (± 1.94),3.08 (± 0.60),4.00 (± 0.00),3.24 (± 0.49),3.00 (± 0.00)
8,Chile,3.18 (± 1.22),2.30 (± 1.57),3.08 (± 0.44),4.00 (± 0.00),3.82 (± 0.61),3.00 (± 0.00)
8,Colombia,3.56 (± 1.20),3.40 (± 2.19),3.17 (± 0.52),4.00 (± 0.00),3.58 (± 0.75),3.00 (± 0.00)
8,Egypt,3.51 (± 1.04),3.71 (± 1.89),3.10 (± 0.42),4.00 (± 0.00),3.61 (± 0.77),3.00 (± 0.00)
8,France,3.42 (± 1.11),3.75 (± 1.89),3.02 (± 0.65),4.00 (± 0.00),3.40 (± 0.66),3.06 (± 0.24)
8,Ireland,3.26 (± 1.34),2.86 (± 2.04),2.88 (± 0.44),4.00 (± 0.00),3.20 (± 0.72),3.00 (± 0.00)
8,Japan,3.28 (± 1.05),2.50 (± 2.07),2.80 (± 0.57),4.00 (± 0.00),3.22 (± 0.59),3.00 (± 0.00)
8,Kenya,3.40 (± 1.18),1.50 (± 1.00),3.12 (± 0.53),4.00 (± 0.00),3.68 (± 0.66),3.03 (± 0.16)
8,Mexico,3.38 (± 1.28),1.17 (± 0.41),2.98 (± 0.59),4.00 (± 0.00),3.63 (± 0.54),3.02 (± 0.14)
8,Morocco,2.92 (± 1.19),3.00 (± 1.91),2.82 (± 0.56),4.00 (± 0.00),3.73 (± 0.50),3.02 (± 0.14)
8,New Zealand,3.16 (± 1.35),4.25 (± 1.39),2.81 (± 0.58),4.00 (± 0.00),3.15 (± 0.78),3.02 (± 0.14)
8,Nigeria,3.22 (± 1.23),3.20 (± 2.05),3.13 (± 0.40),4.00 (± 0.00),3.58 (± 0.75),3.04 (± 0.20)
8,Peru,3.20 (± 1.29),2.75 (± 1.71),3.11 (± 0.52),4.00 (± 0.00),3.63 (± 0.62),3.06 (± 0.24)
8,Russia,3.33 (± 1.34),1.00 (± 0.00),3.08 (± 0.45),4.00 (± 0.00),3.23 (± 0.67),3.02 (± 0.25)
8,Saudi Arabia,3.18 (± 1.37),1.00 (± 0.00),2.88 (± 0.45),4.02 (± 0.14),2.91 (± 0.66),2.92 (± 0.27)
8,South Africa,3.22 (± 1.17),3.38 (± 1.77),3.12 (± 0.52),4.00 (± 0.00),3.69 (± 0.86),3.00 (± 0.00)
8,Switzerland,3.33 (± 1.21),2.33 (± 2.31),2.96 (± 0.64),4.00 (± 0.00),3.05 (± 0.75),2.98 (± 0.14)
8,UAE,3.37 (± 1.25),2.43 (± 1.81),3.12 (± 0.56),2.08 (± 0.40),2.78 (± 0.83),3.00 (± 0.00)
9,Argentina,4.58 (± 0.57),2.00 (± 2.00),3.80 (± 0.45),4.00 (± 0.00),3.86 (± 0.75),3.98 (± 0.14)
9,Belgium,4.45 (± 0.69),1.82 (± 1.47),3.92 (± 0.34),4.00 (± 0.00),3.75 (± 0.75),3.96 (± 0.20)
9,Chile,4.43 (± 0.68),1.83 (± 1.33),3.50 (± 0.51),4.00 (± 0.00),3.85 (± 0.53),4.06 (± 0.24)
9,Colombia,4.50 (± 0.65),1.50 (± 1.41),3.82 (± 0.48),4.00 (± 0.00),3.95 (± 0.65),4.04 (± 0.20)
9,Egypt,4.68 (± 0.59),1.00 (± 0.00),3.78 (± 0.46),4.00 (± 0.00),3.98 (± 0.35),4.04 (± 0.20)
9,France,4.51 (± 0.62),3.12 (± 1.89),3.76 (± 0.48),4.00 (± 0.00),3.76 (± 0.65),4.00 (± 0.29)
9,Ireland,4.74 (± 0.49),1.00 (± 0.00),3.80 (± 0.49),4.00 (± 0.00),3.78 (± 0.79),4.00 (± 0.20)
9,Japan,4.62 (± 0.67),1.67 (± 1.63),3.58 (± 0.57),4.00 (± 0.00),3.95 (± 0.60),4.00 (± 0.00)
9,Kenya,4.60 (± 0.61),2.00 (± 1.73),3.86 (± 0.40),4.00 (± 0.00),4.00 (± 0.46),4.03 (± 0.28)
9,Mexico,4.68 (± 0.59),1.00 (± 0.00),3.52 (± 0.61),4.00 (± 0.00),3.98 (± 0.47),4.02 (± 0.25)
9,Morocco,4.56 (± 0.80),2.23 (± 1.92),3.72 (± 0.57),4.00 (± 0.00),4.03 (± 0.45),4.02 (± 0.14)
9,New Zealand,4.53 (± 0.62),2.88 (± 2.03),3.76 (± 0.43),4.00 (± 0.00),3.91 (± 0.51),4.00 (± 0.00)
9,Nigeria,4.50 (± 0.65),3.25 (± 1.71),3.88 (± 0.39),4.00 (± 0.00),3.92 (± 0.50),4.00 (± 0.00)
9,Peru,4.54 (± 0.71),1.00 (± 0.00),3.48 (± 0.50),4.00 (± 0.00),3.82 (± 0.63),4.02 (± 0.14)
9,Russia,4.58 (± 0.70),1.67 (± 1.15),3.80 (± 0.53),4.00 (± 0.00),3.74 (± 1.07),4.04 (± 0.20)
9,Saudi Arabia,4.50 (± 0.65),2.33 (± 2.07),3.82 (± 0.39),4.00 (± 0.00),3.84 (± 0.76),4.20 (± 0.40)
9,South Africa,4.46 (± 0.73),2.10 (± 1.79),3.96 (± 0.20),4.00 (± 0.00),3.98 (± 0.70),4.00 (± 0.20)
9,Switzerland,4.68 (± 0.55),1.62 (± 1.41),3.84 (± 0.43),4.00 (± 0.00),3.97 (± 0.54),4.00 (± 0.00)
9,UAE,4.64 (± 0.56),1.80 (± 1.79),3.86 (± 0.40),4.02 (± 0.14),4.05 (± 0.62),4.10 (± 0.30)
10,Argentina,4.90 (± 0.30),1.40 (± 0.89),3.54 (± 0.54),5.00 (± 0.00),4.15 (± 0.48),4.06 (± 0.24)
10,Belgium,4.80 (± 0.41),3.55 (± 1.21),3.16 (± 0.51),5.00 (± 0.00),4.02 (± 0.57),4.04 (± 0.20)
10,Chile,4.82 (± 0.44),3.11 (± 1.45),3.54 (± 0.66),5.00 (± 0.00),4.12 (± 0.79),4.02 (± 0.14)
10,Colombia,4.80 (± 0.40),3.75 (± 1.28),3.45 (± 0.60),5.00 (± 0.00),4.32 (± 0.47),4.12 (± 0.39)
10,Egypt,4.84 (± 0.37),3.00 (± 1.73),4.12 (± 0.59),5.00 (± 0.00),4.38 (± 0.49),4.12 (± 0.33)
10,France,4.83 (± 0.38),3.33 (± 1.22),3.39 (± 0.57),5.00 (± 0.00),4.11 (± 0.51),4.04 (± 0.20)
10,Ireland,4.82 (± 0.44),3.78 (± 0.83),3.26 (± 0.53),5.00 (± 0.00),4.22 (± 0.52),4.02 (± 0.14)
10,Japan,4.82 (± 0.39),3.64 (± 1.28),3.36 (± 0.61),5.00 (± 0.00),4.15 (± 0.56),4.14 (± 0.35)
10,Kenya,4.70 (± 0.54),3.30 (± 1.25),3.74 (± 0.56),5.00 (± 0.00),4.21 (± 0.42),4.03 (± 0.16)
10,Mexico,4.82 (± 0.39),2.20 (± 1.64),3.50 (± 0.74),5.00 (± 0.00),4.29 (± 0.52),4.08 (± 0.27)
10,Morocco,4.65 (± 0.52),3.46 (± 1.51),3.67 (± 0.66),5.00 (± 0.00),4.47 (± 0.51),4.10 (± 0.36)
10,New Zealand,4.76 (± 0.48),3.80 (± 0.84),3.05 (± 0.31),5.00 (± 0.00),3.97 (± 0.41),3.98 (± 0.14)
10,Nigeria,4.68 (± 0.51),2.33 (± 1.67),3.64 (± 0.56),5.00 (± 0.00),4.45 (± 0.59),3.98 (± 0.14)
10,Peru,4.73 (± 0.45),3.70 (± 1.06),3.28 (± 0.58),5.00 (± 0.00),4.25 (± 0.68),4.06 (± 0.24)
10,Russia,4.66 (± 0.52),3.00 (± 1.58),4.06 (± 0.56),5.00 (± 0.00),4.27 (± 0.74),4.42 (± 0.50)
10,Saudi Arabia,4.78 (± 0.65),2.36 (± 1.63),3.78 (± 0.51),5.00 (± 0.00),4.35 (± 0.69),4.20 (± 0.46)
