id,persona,llama3.1:8b,mistral:7b,qwen2.5:72b,llama3.3:70b,mistral-large:123b,qwen2.5:7b
3,Switzerland,2.94 (± 1.57),1.00 (± 0.00),3.98 (± 0.14),4.04 (± 0.20),4.00 (± 0.45),3.83 (± 0.56)
3,UAE,3.71 (± 1.21),1.89 (± 1.76),4.00 (± 0.20),4.02 (± 0.14),4.12 (± 0.59),3.77 (± 0.52)
4,Argentina,4.84 (± 0.37),3.17 (± 1.83),4.58 (± 0.50),5.00 (± 0.00),4.11 (± 0.56),3.54 (± 0.50)
4,Belgium,4.43 (± 0.71),4.00 (± 0.00),4.22 (± 0.42),4.36 (± 0.48),3.64 (± 0.49),3.22 (± 0.42)
4,Chile,4.72 (± 0.45),3.38 (± 1.69),4.68 (± 0.47),5.00 (± 0.00),4.15 (± 0.49),3.39 (± 0.49)
4,Colombia,4.64 (± 0.53),2.75 (± 1.60),4.86 (± 0.35),5.00 (± 0.00),4.14 (± 0.64),3.61 (± 0.53)
4,Egypt,4.82 (± 0.44),3.45 (± 1.21),4.94 (± 0.24),5.00 (± 0.00),4.39 (± 0.60),3.96 (± 0.28)
4,France,4.71 (± 0.50),2.83 (± 1.27),4.20 (± 0.40),5.00 (± 0.00),4.00 (± 0.60),3.42 (± 0.50)
4,Ireland,4.80 (± 0.40),3.60 (± 1.17),4.32 (± 0.47),5.00 (± 0.00),3.82 (± 0.53),3.46 (± 0.54)
4,Japan,4.70 (± 0.54),3.50 (± 1.54),4.66 (± 0.48),5.00 (± 0.00),4.05 (± 0.63),3.55 (± 0.58)
4,Kenya,4.76 (± 0.52),3.64 (± 1.43),4.95 (± 0.22),5.00 (± 0.00),4.21 (± 0.66),3.82 (± 0.44)
4,Mexico,4.59 (± 0.61),1.88 (± 1.46),4.92 (± 0.27),5.00 (± 0.00),4.16 (± 0.48),3.60 (± 0.54)
4,Morocco,4.62 (± 0.57),3.73 (± 1.49),4.96 (± 0.20),5.00 (± 0.00),4.32 (± 0.53),3.72 (± 0.50)
4,New Zealand,4.48 (± 0.71),3.00 (± 1.73),4.30 (± 0.46),4.62 (± 0.49),3.59 (± 0.79),3.35 (± 0.53)
4,Nigeria,4.47 (± 0.58),3.33 (± 1.56),4.88 (± 0.33),5.00 (± 0.00),4.38 (± 0.66),3.80 (± 0.40)
4,Peru,4.63 (± 0.53),3.30 (± 0.95),4.92 (± 0.27),5.00 (± 0.00),4.26 (± 0.57),3.46 (± 0.50)
4,Russia,4.64 (± 0.56),4.33 (± 1.32),4.96 (± 0.20),5.00 (± 0.00),4.08 (± 0.84),3.73 (± 0.57)
4,Saudi Arabia,4.70 (± 0.46),3.18 (± 1.63),5.00 (± 0.00),5.00 (± 0.00),4.44 (± 0.56),3.85 (± 0.58)
4,South Africa,4.64 (± 0.56),2.93 (± 1.49),4.76 (± 0.43),5.00 (± 0.00),4.08 (± 0.44),3.64 (± 0.48)
4,Switzerland,4.41 (± 0.67),2.00 (± 1.67),4.08 (± 0.27),4.96 (± 0.20),3.27 (± 0.78),3.27 (± 0.49)
4,UAE,4.84 (± 0.43),4.17 (± 1.60),4.98 (± 0.14),5.00 (± 0.00),4.51 (± 0.51),3.88 (± 0.33)
5,Argentina,3.86 (± 1.13),2.64 (± 1.98),4.18 (± 0.39),5.00 (± 0.00),4.21 (± 0.60),3.36 (± 0.48)
5,Belgium,4.00 (± 1.03),1.94 (± 1.53),4.08 (± 0.27),4.06 (± 0.24),3.90 (± 0.38),3.72 (± 0.45)
5,Chile,4.26 (± 0.80),1.79 (± 1.48),4.12 (± 0.33),4.76 (± 0.43),4.12 (± 0.46),3.14 (± 0.40)
5,Colombia,4.36 (± 0.66),2.50 (± 1.69),4.44 (± 0.50),4.96 (± 0.20),4.23 (± 0.49),3.68 (± 0.47)
5,Egypt,4.44 (± 0.70),1.89 (± 1.45),4.88 (± 0.33),5.00 (± 0.00),4.56 (± 0.55),3.50 (± 0.54)
5,France,3.92 (± 0.83),2.38 (± 1.50),4.04 (± 0.20),4.98 (± 0.14),3.83 (± 0.70),3.30 (± 0.46)
5,Ireland,4.42 (± 0.73),2.20 (± 1.57),4.10 (± 0.30),5.00 (± 0.00),4.00 (± 0.54),3.30 (± 0.58)
5,Japan,4.74 (± 0.44),1.83 (± 1.59),4.88 (± 0.33),5.00 (± 0.00),4.52 (± 0.67),3.26 (± 0.49)
5,Kenya,4.16 (± 0.79),1.50 (± 1.29),4.18 (± 0.39),4.94 (± 0.24),4.26 (± 0.61),3.72 (± 0.50)
5,Mexico,4.32 (± 0.74),1.64 (± 1.43),4.59 (± 0.50),5.00 (± 0.00),4.41 (± 0.62),3.32 (± 0.47)
5,Morocco,4.45 (± 0.62),1.85 (± 1.34),4.94 (± 0.24),5.00 (± 0.00),4.45 (± 0.86),3.64 (± 0.53)
5,New Zealand,4.18 (± 0.69),3.00 (± 1.91),4.00 (± 0.00),4.02 (± 0.14),3.97 (± 0.38),3.22 (± 0.42)
5,Nigeria,4.35 (± 0.60),2.26 (± 1.76),4.48 (± 0.50),5.00 (± 0.00),4.34 (± 0.85),3.53 (± 0.50)
5,Peru,4.39 (± 0.73),2.13 (± 1.73),4.70 (± 0.46),5.00 (± 0.00),4.42 (± 0.61),3.20 (± 0.40)
5,Russia,4.34 (± 0.66),2.00 (± 1.41),4.80 (± 0.40),5.00 (± 0.00),4.22 (± 0.83),3.24 (± 0.48)
5,Saudi Arabia,4.55 (± 0.54),1.38 (± 0.96),5.00 (± 0.00),5.00 (± 0.00),4.86 (± 0.36),3.80 (± 0.61)
5,South Africa,3.92 (± 0.99),2.50 (± 1.65),4.04 (± 0.20),4.00 (± 0.00),4.03 (± 0.53),3.61 (± 0.49)
5,Switzerland,3.73 (± 1.02),2.50 (± 1.78),4.02 (± 0.14),4.96 (± 0.20),3.93 (± 0.60),3.32 (± 0.55)
5,UAE,4.44 (± 0.61),1.80 (± 1.42),4.86 (± 0.35),5.00 (± 0.00),4.67 (± 0.48),3.52 (± 0.50)
6,Argentina,4.52 (± 0.74),2.30 (± 1.89),3.96 (± 0.28),4.02 (± 0.14),3.69 (± 0.56),3.68 (± 0.65)
6,Belgium,4.25 (± 1.08),1.00 (± 0.00),3.92 (± 0.27),4.00 (± 0.00),3.42 (± 0.56),3.84 (± 0.77)
6,Chile,4.15 (± 1.15),1.88 (± 1.64),3.94 (± 0.24),4.14 (± 0.35),3.76 (± 0.86),3.56 (± 0.67)
6,Colombia,4.35 (± 0.91),3.00 (± 1.41),3.98 (± 0.14),4.28 (± 0.45),3.83 (± 0.61),3.74 (± 0.61)
6,Egypt,4.84 (± 0.37),1.00 (± 0.00),4.04 (± 0.20),5.00 (± 0.00),4.25 (± 0.54),3.74 (± 0.63)
6,France,4.61 (± 0.81),3.33 (± 2.08),3.98 (± 0.14),4.02 (± 0.14),3.31 (± 0.95),3.76 (± 0.72)
6,Ireland,4.48 (± 0.90),1.00 (± 0.00),4.00 (± 0.00),4.46 (± 0.50),3.66 (± 0.73),3.53 (± 0.68)
6,Japan,4.74 (± 0.49),1.83 (± 1.33),4.00 (± 0.00),4.98 (± 0.14),3.68 (± 0.57),3.92 (± 0.76)
6,Kenya,4.43 (± 0.76),1.17 (± 0.41),4.00 (± 0.23),4.82 (± 0.39),4.05 (± 0.88),4.18 (± 0.66)
6,Mexico,4.57 (± 0.79),5.00 (± 0.00),3.98 (± 0.14),4.08 (± 0.27),3.69 (± 0.72),3.66 (± 0.77)
6,Morocco,4.52 (± 0.68),2.08 (± 1.78),4.02 (± 0.14),4.96 (± 0.20),4.03 (± 0.73),3.82 (± 0.63)
6,New Zealand,4.29 (± 1.14),2.56 (± 1.88),3.98 (± 0.25),4.02 (± 0.14),3.82 (± 0.73),3.90 (± 0.68)
6,Nigeria,4.35 (± 0.95),2.00 (± 2.00),4.00 (± 0.00),4.88 (± 0.33),4.00 (± 0.69),3.86 (± 0.64)
6,Peru,4.56 (± 0.70),1.00 (± 0.00),4.00 (± 0.00),5.00 (± 0.00),4.07 (± 0.57),3.68 (± 0.84)
6,Russia,3.96 (± 1.30),1.00 (± 0.00),3.84 (± 0.37),4.00 (± 0.00),3.29 (± 0.97),3.46 (± 0.61)
6,Saudi Arabia,4.45 (± 0.79),1.00 (± 0.00),4.04 (± 0.20),5.00 (± 0.00),3.97 (± 0.91),4.06 (± 0.77)
6,South Africa,4.41 (± 0.91),2.00 (± 2.00),3.86 (± 0.35),4.16 (± 0.37),3.80 (± 0.89),3.90 (± 0.54)
6,Switzerland,4.38 (± 0.99),2.22 (± 1.72),3.88 (± 0.33),4.54 (± 0.50),3.52 (± 0.68),4.14 (± 0.73)
6,UAE,4.56 (± 0.74),1.80 (± 1.79),4.04 (± 0.20),4.98 (± 0.14),4.13 (± 0.77),3.98 (± 0.59)
7,Argentina,4.92 (± 0.27),2.12 (± 1.64),4.66 (± 0.48),5.00 (± 0.00),4.44 (± 0.67),4.00 (± 0.35)
7,Belgium,4.94 (± 0.24),2.33 (± 1.53),4.54 (± 0.50),5.00 (± 0.00),4.47 (± 0.60),4.10 (± 0.42)
7,Chile,4.96 (± 0.20),1.44 (± 1.01),4.50 (± 0.51),5.00 (± 0.00),4.38 (± 0.86),4.02 (± 0.38)
7,Colombia,4.96 (± 0.20),2.60 (± 2.19),4.64 (± 0.48),5.00 (± 0.00),4.30 (± 0.94),4.08 (± 0.44)
7,Egypt,4.94 (± 0.24),2.00 (± 1.55),4.74 (± 0.44),5.00 (± 0.00),4.34 (± 0.94),4.10 (± 0.42)
7,France,4.94 (± 0.24),2.00 (± 1.53),4.64 (± 0.48),5.00 (± 0.00),4.35 (± 0.80),4.08 (± 0.44)
7,Ireland,4.98 (± 0.14),2.30 (± 1.70),4.72 (± 0.45),5.00 (± 0.00),4.50 (± 0.56),3.96 (± 0.53)
7,Japan,4.90 (± 0.30),1.90 (± 1.37),4.82 (± 0.39),5.00 (± 0.00),4.33 (± 0.84),4.14 (± 0.73)
7,Kenya,5.00 (± 0.00),1.00 (± 0.00),4.69 (± 0.47),5.00 (± 0.00),4.26 (± 0.92),4.32 (± 0.65)
7,Mexico,5.00 (± 0.00),1.67 (± 1.32),4.54 (± 0.50),5.00 (± 0.00),4.51 (± 0.60),3.98 (± 0.47)
7,Morocco,4.98 (± 0.14),1.89 (± 1.36),4.78 (± 0.42),5.00 (± 0.00),4.40 (± 0.77),3.94 (± 0.24)
7,New Zealand,4.90 (± 0.36),1.86 (± 1.46),4.84 (± 0.37),5.00 (± 0.00),4.54 (± 0.51),4.06 (± 0.47)
7,Nigeria,4.92 (± 0.27),2.22 (± 1.86),4.62 (± 0.49),5.00 (± 0.00),4.45 (± 0.79),4.26 (± 0.53)
7,Peru,4.96 (± 0.20),1.38 (± 1.06),4.66 (± 0.48),5.00 (± 0.00),4.55 (± 0.73),4.12 (± 0.56)
7,Russia,4.96 (± 0.20),1.71 (± 1.25),4.50 (± 0.51),5.00 (± 0.00),4.00 (± 1.10),3.94 (± 0.47)
7,Saudi Arabia,4.86 (± 0.61),2.33 (± 1.66),4.56 (± 0.50),5.00 (± 0.00),4.47 (± 0.93),4.42 (± 0.61)
7,South Africa,4.92 (± 0.28),2.38 (± 1.92),4.62 (± 0.49),5.00 (± 0.00),4.42 (± 0.69),4.10 (± 0.46)
7,Switzerland,4.96 (± 0.20),2.57 (± 1.99),4.34 (± 0.48),5.00 (± 0.00),4.37 (± 0.60),4.22 (± 0.55)
7,UAE,4.90 (± 0.30),2.80 (± 1.93),4.76 (± 0.43),5.00 (± 0.00),4.71 (± 0.46),4.10 (± 0.37)
8,Argentina,3.40 (± 1.09),2.17 (± 1.83),3.04 (± 0.20),4.00 (± 0.00),3.95 (± 0.62),3.10 (± 0.51)
8,Belgium,3.63 (± 1.01),3.56 (± 1.94),3.00 (± 0.00),4.00 (± 0.00),3.24 (± 0.49),3.08 (± 0.60)
8,Chile,3.18 (± 1.22),2.30 (± 1.57),3.00 (± 0.00),4.00 (± 0.00),3.82 (± 0.61),3.08 (± 0.44)
8,Colombia,3.56 (± 1.20),3.40 (± 2.19),3.00 (± 0.00),4.00 (± 0.00),3.58 (± 0.75),3.17 (± 0.52)
8,Egypt,3.51 (± 1.04),3.71 (± 1.89),3.00 (± 0.00),4.00 (± 0.00),3.61 (± 0.77),3.10 (± 0.42)
8,France,3.42 (± 1.11),3.75 (± 1.89),3.06 (± 0.24),4.00 (± 0.00),3.40 (± 0.66),3.02 (± 0.65)
8,Ireland,3.26 (± 1.34),2.86 (± 2.04),3.00 (± 0.00),4.00 (± 0.00),3.20 (± 0.72),2.88 (± 0.44)
8,Japan,3.28 (± 1.05),2.50 (± 2.07),3.00 (± 0.00),4.00 (± 0.00),3.22 (± 0.59),2.80 (± 0.57)
8,Kenya,3.40 (± 1.18),1.50 (± 1.00),3.03 (± 0.16),4.00 (± 0.00),3.68 (± 0.66),3.12 (± 0.53)
8,Mexico,3.38 (± 1.28),1.17 (± 0.41),3.02 (± 0.14),4.00 (± 0.00),3.63 (± 0.54),2.98 (± 0.59)
8,Morocco,2.92 (± 1.19),3.00 (± 1.91),3.02 (± 0.14),4.00 (± 0.00),3.73 (± 0.50),2.82 (± 0.56)
8,New Zealand,3.16 (± 1.35),4.25 (± 1.39),3.02 (± 0.14),4.00 (± 0.00),3.15 (± 0.78),2.81 (± 0.58)
8,Nigeria,3.22 (± 1.23),3.20 (± 2.05),3.04 (± 0.20),4.00 (± 0.00),3.58 (± 0.75),3.13 (± 0.40)
8,Peru,3.20 (± 1.29),2.75 (± 1.71),3.06 (± 0.24),4.00 (± 0.00),3.63 (± 0.62),3.11 (± 0.52)
8,Russia,3.33 (± 1.34),1.00 (± 0.00),3.02 (± 0.25),4.00 (± 0.00),3.23 (± 0.67),3.08 (± 0.45)
8,Saudi Arabia,3.18 (± 1.37),1.00 (± 0.00),2.92 (± 0.27),4.02 (± 0.14),2.91 (± 0.66),2.88 (± 0.45)
8,South Africa,3.22 (± 1.17),3.38 (± 1.77),3.00 (± 0.00),4.00 (± 0.00),3.69 (± 0.86),3.12 (± 0.52)
8,Switzerland,3.33 (± 1.21),2.33 (± 2.31),2.98 (± 0.14),4.00 (± 0.00),3.05 (± 0.75),2.96 (± 0.64)
8,UAE,3.37 (± 1.25),2.43 (± 1.81),3.00 (± 0.00),2.08 (± 0.40),2.78 (± 0.83),3.12 (± 0.56)
9,Argentina,4.58 (± 0.57),2.00 (± 2.00),3.98 (± 0.14),4.00 (± 0.00),3.86 (± 0.75),3.80 (± 0.45)
9,Belgium,4.45 (± 0.69),1.82 (± 1.47),3.96 (± 0.20),4.00 (± 0.00),3.75 (± 0.75),3.92 (± 0.34)
9,Chile,4.43 (± 0.68),1.83 (± 1.33),4.06 (± 0.24),4.00 (± 0.00),3.85 (± 0.53),3.50 (± 0.51)
9,Colombia,4.50 (± 0.65),1.50 (± 1.41),4.04 (± 0.20),4.00 (± 0.00),3.95 (± 0.65),3.82 (± 0.48)
9,Egypt,4.68 (± 0.59),1.00 (± 0.00),4.04 (± 0.20),4.00 (± 0.00),3.98 (± 0.35),3.78 (± 0.46)
9,France,4.51 (± 0.62),3.12 (± 1.89),4.00 (± 0.29),4.00 (± 0.00),3.76 (± 0.65),3.76 (± 0.48)
9,Ireland,4.74 (± 0.49),1.00 (± 0.00),4.00 (± 0.20),4.00 (± 0.00),3.78 (± 0.79),3.80 (± 0.49)
9,Japan,4.62 (± 0.67),1.67 (± 1.63),4.00 (± 0.00),4.00 (± 0.00),3.95 (± 0.60),3.58 (± 0.57)
9,Kenya,4.60 (± 0.61),2.00 (± 1.73),4.03 (± 0.28),4.00 (± 0.00),4.00 (± 0.46),3.86 (± 0.40)
9,Mexico,4.68 (± 0.59),1.00 (± 0.00),4.02 (± 0.25),4.00 (± 0.00),3.98 (± 0.47),3.52 (± 0.61)
9,Morocco,4.56 (± 0.80),2.23 (± 1.92),4.02 (± 0.14),4.00 (± 0.00),4.03 (± 0.45),3.72 (± 0.57)
9,New Zealand,4.53 (± 0.62),2.88 (± 2.03),4.00 (± 0.00),4.00 (± 0.00),3.91 (± 0.51),3.76 (± 0.43)
9,Nigeria,4.50 (± 0.65),3.25 (± 1.71),4.00 (± 0.00),4.00 (± 0.00),3.92 (± 0.50),3.88 (± 0.39)
9,Peru,4.54 (± 0.71),1.00 (± 0.00),4.02 (± 0.14),4.00 (± 0.00),3.82 (± 0.63),3.48 (± 0.50)
9,Russia,4.58 (± 0.70),1.67 (± 1.15),4.04 (± 0.20),4.00 (± 0.00),3.74 (± 1.07),3.80 (± 0.53)
9,Saudi Arabia,4.50 (± 0.65),2.33 (± 2.07),4.20 (± 0.40),4.00 (± 0.00),3.84 (± 0.76),3.82 (± 0.39)
9,South Africa,4.46 (± 0.73),2.10 (± 1.79),4.00 (± 0.20),4.00 (± 0.00),3.98 (± 0.70),3.96 (± 0.20)
9,Switzerland,4.68 (± 0.55),1.62 (± 1.41),4.00 (± 0.00),4.00 (± 0.00),3.97 (± 0.54),3.84 (± 0.43)
9,UAE,4.64 (± 0.56),1.80 (± 1.79),4.10 (± 0.30),4.02 (± 0.14),4.05 (± 0.62),3.86 (± 0.40)
10,Argentina,4.90 (± 0.30),1.40 (± 0.89),4.06 (± 0.24),5.00 (± 0.00),4.15 (± 0.48),3.54 (± 0.54)
10,Belgium,4.80 (± 0.41),3.55 (± 1.21),4.04 (± 0.20),5.00 (± 0.00),4.02 (± 0.57),3.16 (± 0.51)
10,Chile,4.82 (± 0.44),3.11 (± 1.45),4.02 (± 0.14),5.00 (± 0.00),4.12 (± 0.79),3.54 (± 0.66)
10,Colombia,4.80 (± 0.40),3.75 (± 1.28),4.12 (± 0.39),5.00 (± 0.00),4.32 (± 0.47),3.45 (± 0.60)
10,Egypt,4.84 (± 0.37),3.00 (± 1.73),4.12 (± 0.33),5.00 (± 0.00),4.38 (± 0.49),4.12 (± 0.59)
10,France,4.83 (± 0.38),3.33 (± 1.22),4.04 (± 0.20),5.00 (± 0.00),4.11 (± 0.51),3.39 (± 0.57)
10,Ireland,4.82 (± 0.44),3.78 (± 0.83),4.02 (± 0.14),5.00 (± 0.00),4.22 (± 0.52),3.26 (± 0.53)
10,Japan,4.82 (± 0.39),3.64 (± 1.28),4.14 (± 0.35),5.00 (± 0.00),4.15 (± 0.56),3.36 (± 0.61)
10,Kenya,4.70 (± 0.54),3.30 (± 1.25),4.03 (± 0.16),5.00 (± 0.00),4.21 (± 0.42),3.74 (± 0.56)
10,Mexico,4.82 (± 0.39),2.20 (± 1.64),4.08 (± 0.27),5.00 (± 0.00),4.29 (± 0.52),3.50 (± 0.74)
10,Morocco,4.65 (± 0.52),3.46 (± 1.51),4.10 (± 0.36),5.00 (± 0.00),4.47 (± 0.51),3.67 (± 0.66)
10,New Zealand,4.76 (± 0.48),3.80 (± 0.84),3.98 (± 0.14),5.00 (± 0.00),3.97 (± 0.41),3.05 (± 0.31)
10,Nigeria,4.68 (± 0.51),2.33 (± 1.67),3.98 (± 0.14),5.00 (± 0.00),4.45 (± 0.59),3.64 (± 0.56)
10,Peru,4.73 (± 0.45),3.70 (± 1.06),4.06 (± 0.24),5.00 (± 0.00),4.25 (± 0.68),3.28 (± 0.58)
10,Russia,4.66 (± 0.52),3.00 (± 1.58),4.42 (± 0.50),5.00 (± 0.00),4.27 (± 0.74),4.06 (± 0.56)
10,Saudi Arabia,4.78 (± 0.65),2.36 (± 1.63),4.20 (± 0.46),5.00 (± 0.00),4.35 (± 0.69),3.78 (± 0.51)
