AFL1,SEE2,AGE3,SED4,AFL5,SEE6,AGE7,SED8,AFL9,SEE10,AGE11,SED12,AFL13,SEE14,AGE15,SED16,AFL17,SEE18,AGE19,SED20,AFL21,SEE22,AGE23,SED24,AFL25,SEE26,AGE27,SED28,AFL29,SEE30,AGE31,SED32
3.0,3.0,4.0,3,4.0,5.0,1.0,2,2.0,4.0,3,3.0,5,5.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0
3.0,3.0,4.0,3,5.0,5.0,3.0,3,2.0,4.0,3,3.0,4,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0
3.0,2.0,4.0,1,4.0,5.0,4.0,2,2.0,3.0,3,3.0,4,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0
3.0,3.0,3.0,3,4.0,4.0,2.0,3,2.0,3.0,4,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0
3.0,2.0,3.0,3,4.0,4.0,1.0,2,2.0,4.0,3,3.0,4,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,1.0,5.0,3.0,2.0
3.0,3.0,3.0,3,4.0,5.0,2.0,3,2.0,4.0,3,3.0,5,5.0,5.0,4.0,1.0,5.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0
3.0,3.0,3.0,1,4.0,4.0,1.0,2,1.0,4.0,2,3.0,5,5.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
2.0,3.0,4.0,2,4.0,5.0,4.0,3,2.0,3.0,2,3.0,4,4.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0
3.0,3.0,3.0,3,4.0,4.0,2.0,3,1.0,3.0,3,3.0,4,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0
2.0,3.0,3.0,2,4.0,5.0,1.0,3,2.0,4.0,3,3.0,4,4.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
3.0,2.0,3.0,3,4.0,5.0,3.0,3,2.0,4.0,3,3.0,5,5.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,5.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
3.0,3.0,4.0,1,4.0,4.0,4.0,2,1.0,4.0,3,3.0,5,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0
2.0,3.0,3.0,1,5.0,5.0,1.0,3,1.0,4.0,3,3.0,4,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0
3.0,3.0,3.0,1,4.0,5.0,1.0,3,2.0,4.0,4,3.0,4,4.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0
3.0,3.0,3.0,1,4.0,5.0,1.0,3,2.0,4.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0
3.0,2.0,4.0,1,4.0,4.0,1.0,2,1.0,4.0,2,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,4.0,3,4.0,5.0,2.0,3,2.0,4.0,3,3.0,5,5.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,2.0,1.0
3.0,3.0,3.0,2,4.0,4.0,2.0,2,2.0,3.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,4.0,3,4.0,4.0,2.0,2,1.0,4.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0
3.0,3.0,3.0,1,4.0,4.0,3.0,3,1.0,4.0,2,3.0,5,5.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0
3.0,3.0,4.0,1,4.0,5.0,3.0,2,2.0,4.0,3,3.0,4,5.0,4.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0
2.0,3.0,4.0,1,5.0,5.0,3.0,4,2.0,3.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,3.0,1,4.0,4.0,3.0,2,2.0,3.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0
3.0,2.0,4.0,1,4.0,4.0,3.0,3,2.0,4.0,2,3.0,5,5.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,3.0,1,4.0,4.0,2.0,2,1.0,4.0,3,3.0,4,5.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0
2.0,3.0,4.0,2,5.0,5.0,3.0,3,2.0,4.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0
3.0,3.0,3.0,1,4.0,4.0,1.0,2,1.0,4.0,2,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0
3.0,3.0,3.0,3,4.0,5.0,2.0,3,2.0,4.0,2,3.0,4,4.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,4.0,3,4.0,5.0,2.0,3,2.0,4.0,3,4.0,4,5.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,3.0,1,3.0,4.0,2.0,3,2.0,4.0,3,3.0,4,5.0,1.0,4.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
1.0,2.0,3.0,2,4.0,4.0,2.0,4,2.0,3.0,3,3.0,4,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,1.0,5.0
3.0,2.0,3.0,1,4.0,4.0,1.0,2,2.0,4.0,3,3.0,4,5.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
2.0,3.0,3.0,1,4.0,5.0,2.0,3,2.0,4.0,3,3.0,4,5.0,4.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0
3.0,3.0,3.0,1,4.0,4.0,3.0,2,1.0,3.0,2,3.0,4,4.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,2.0,4.0,3,5.0,5.0,2.0,4,2.0,4.0,3,3.0,4,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0
3.0,2.0,4.0,1,4.0,5.0,4.0,3,2.0,4.0,2,3.0,4,4.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0
3.0,3.0,4.0,1,4.0,4.0,1.0,3,1.0,4.0,2,3.0,5,5.0,4.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0
3.0,3.0,4.0,1,4.0,4.0,1.0,2,1.0,4.0,3,3.0,4,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0
3.0,3.0,4.0,3,4.0,5.0,3.0,3,1.0,4.0,2,3.0,5,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
2.0,2.0,4.0,3,4.0,4.0,4.0,2,2.0,4.0,4,3.0,4,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0
3.0,3.0,3.0,1,4.0,4.0,1.0,2,1.0,4.0,2,3.0,4,5.0,2.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0
3.0,3.0,3.0,3,4.0,4.0,1.0,2,1.0,4.0,3,3.0,5,5.0,3.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0
3.0,2.0,3.0,2,4.0,5.0,2.0,3,2.0,4.0,3,3.0,4,5.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,3.0,3,4.0,5.0,3.0,2,1.0,4.0,2,3.0,5,5.0,4.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,5.0,4.0,3.0
3.0,3.0,3.0,3,4.0,3.0,3.0,2,2.0,3.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0
2.0,2.0,3.0,1,4.0,4.0,3.0,4,2.0,3.0,3,3.0,4,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,1.0,5.0,4.0,3.0
3.0,3.0,4.0,1,4.0,4.0,1.0,2,2.0,3.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0
3.0,3.0,4.0,3,4.0,4.0,2.0,2,2.0,3.0,3,3.0,4,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0
3.0,3.0,3.0,3,4.0,5.0,2.0,3,2.0,4.0,3,3.0,5,5.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,5.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0
3.0,3.0,4.0,3,4.0,5.0,3.0,2,1.0,4.0,4,3.0,5,5.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0
3.0,3.0,4.0,3,4.0,5.0,3.0,3,1.0,4.0,2,3.0,5,5.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,2.0,3.0,1,4.0,4.0,1.0,3,1.0,4.0,2,3.0,5,5.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,4.0
3.0,3.0,3.0,1,4.0,5.0,1.0,3,2.0,4.0,3,3.0,4,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0
3.0,3.0,4.0,3,4.0,5.0,3.0,3,2.0,4.0,3,4.0,4,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,3.0,3,4.0,5.0,2.0,3,2.0,4.0,4,3.0,4,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0
2.0,3.0,3.0,3,4.0,5.0,3.0,2,2.0,4.0,3,3.0,4,5.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,4.0,3,4.0,5.0,1.0,2,2.0,3.0,2,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,4.0
3.0,3.0,4.0,1,3.0,4.0,2.0,3,2.0,4.0,3,3.0,4,5.0,4.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,5.0,3.0,2.0,5.0,3.0,4.0,1.0,3.0,2.0,4.0
3.0,2.0,4.0,3,4.0,5.0,1.0,2,2.0,4.0,2,3.0,5,5.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
3.0,2.0,4.0,4,4.0,4.0,2.0,2,2.0,3.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,5.0,2.0
3.0,3.0,3.0,3,4.0,4.0,2.0,4,1.0,3.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0
3.0,3.0,4.0,3,4.0,5.0,3.0,2,2.0,4.0,3,3.0,4,5.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,4.0,1,4.0,5.0,3.0,3,2.0,4.0,3,3.0,4,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0
2.0,3.0,4.0,2,5.0,4.0,3.0,3,2.0,4.0,3,3.0,4,5.0,2.0,4.0,1.0,5.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,3.0
3.0,3.0,3.0,3,4.0,5.0,3.0,3,2.0,4.0,3,3.0,4,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,2.0
3.0,3.0,4.0,3,4.0,5.0,2.0,3,1.0,4.0,2,3.0,5,4.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
3.0,3.0,3.0,2,4.0,5.0,3.0,3,2.0,3.0,3,3.0,4,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0
3.0,3.0,4.0,1,4.0,5.0,1.0,2,1.0,4.0,2,3.0,4,5.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,2.0,3.0,2.0,5.0,4.0,3.0
3.0,2.0,4.0,1,4.0,4.0,3.0,2,2.0,3.0,4,3.0,4,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0
3.0,3.0,4.0,3,4.0,4.0,3.0,2,2.0,3.0,3,3.0,4,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0
3.0,3.0,4.0,1,5.0,5.0,1.0,4,2.0,3.0,3,3.0,4,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0
1.0,2.0,3.0,2,4.0,5.0,3.0,2,2.0,4.0,3,3.0,5,4.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
3.0,4.0,4.0,3,4.0,4.0,4.0,2,1.0,3.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,5.0,1.0,3.0,4.0,2.0
3.0,3.0,3.0,3,4.0,5.0,4.0,2,2.0,3.0,3,3.0,4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0
2.0,3.0,4.0,2,4.0,4.0,3.0,3,2.0,4.0,3,3.0,4,5.0,4.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,5.0,2.0,4.0,1.0,4.0,3.0,2.0
3.0,3.0,3.0,3,4.0,5.0,3.0,3,2.0,4.0,3,3.0,4,5.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,5.0,4.0,3.0
3.0,3.0,3.0,1,4.0,5.0,2.0,3,2.0,4.0,3,3.0,4,5.0,4.0,4.0,1.0,5.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0
3.0,3.0,4.0,3,4.0,5.0,1.0,4,2.0,3.0,3,3.0,4,4.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0
2.0,3.0,4.0,2,4.0,4.0,3.0,3,1.0,4.0,3,3.0,4,5.0,3.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,3.0,1,4.0,4.0,2.0,3,2.0,4.0,3,3.0,5,5.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0
3.0,3.0,3.0,1,4.0,4.0,1.0,2,1.0,4.0,2,3.0,5,5.0,4.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
3.0,2.0,3.0,1,5.0,5.0,2.0,3,1.0,3.0,3,3.0,4,4.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0
3.0,3.0,3.0,1,4.0,4.0,2.0,2,2.0,3.0,2,3.0,4,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,,4.0,2.0,4.0,1.0,3.0,2.0,3.0
3.0,3.0,4.0,3,4.0,5.0,3.0,3,2.0,4.0,2,3.0,5,5.0,4.0,4.0,2.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,5.0,2.0,3.0
2.0,3.0,3.0,1,4.0,4.0,2.0,3,2.0,4.0,2,3.0,5,5.0,4.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
3.0,3.0,3.0,1,4.0,4.0,3.0,3,1.0,4.0,2,3.0,5,4.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,3.0,1.0,3.0,3.0,2.0
3.0,3.0,3.0,1,4.0,5.0,2.0,3,2.0,4.0,2,3.0,5,5.0,4.0,5.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0
3.0,3.0,3.0,3,4.0,5.0,3.0,2,2.0,4.0,3,3.0,4,5.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,3.0,3,4.0,5.0,3.0,2,1.0,4.0,3,3.0,4,4.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0
2.0,3.0,3.0,1,4.0,5.0,1.0,3,1.0,4.0,4,3.0,4,4.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,2.0,1.0
3.0,3.0,3.0,3,4.0,5.0,3.0,4,2.0,3.0,3,3.0,4,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0
3.0,3.0,3.0,1,4.0,5.0,5.0,3,2.0,4.0,3,3.0,4,5.0,3.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,5.0,3.0,4.0,1.0,4.0,3.0,2.0
3.0,3.0,3.0,3,4.0,5.0,3.0,2,2.0,4.0,3,4.0,5,5.0,3.0,5.0,4.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0
